# ----------------------------------------
# gis portal
# Pages
# 20170901-20180308
# ----------------------------------------

Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/code-arcmap-label-cal-scripts/vb-script-label-expression-for-multiple-line-labels-in-arcmap,28,23,00:00:17,23,4.35%,75.00%,$0.00
/data/aerial-photography/2009-naip-1-meter-orthophotography/,28,23,00:07:28,3,33.33%,14.29%,$0.00
/speed-up-your-esri-javascript-api-webapp/,28,22,00:04:03,21,61.90%,67.86%,$0.00
/success-with-serverless/,28,27,00:02:22,23,95.65%,92.86%,$0.00
/about/mission/,27,26,00:01:02,1,0.00%,37.04%,$0.00
/gis-jobs-in-utah-via-twitter/,27,17,00:01:34,9,22.22%,40.74%,$0.00
/ugs-updates-quaternary-faults-data/,27,24,00:00:49,11,63.64%,44.44%,$0.00
/utah-sgid-statewide-roads-data-layer-updates-02152018/,27,25,00:00:27,1,100.00%,18.52%,$0.00
/significant-changes-to-the-sgid10-cadastre-landownership-layer/,26,19,00:00:50,13,53.85%,38.46%,$0.00
/about/contributing/edit-existing/,25,25,00:04:00,2,50.00%,88.00%,$0.00
/data/sgid-disclaimer/,25,24,00:00:39,4,100.00%,44.00%,$0.00
/devsummit-2017/,25,22,00:02:43,10,80.00%,52.00%,$0.00
/redistricting-interactive-map/,25,21,00:00:31,16,81.25%,72.00%,$0.00
/top-4-things-i-learned-working-at-agrc/,24,19,00:00:42,14,57.14%,41.67%,$0.00
/tracking-server-response-times-with-the-google-spreadsheets-api-and-asp-net/,23,22,00:01:03,22,95.45%,95.65%,$0.00
/wireless-signals-and-lidar-derived-elevation-models/,23,23,00:01:34,22,86.36%,86.96%,$0.00
/best-practices-document-for-loading-data-into-an-sde/,22,18,00:01:37,18,77.78%,81.82%,$0.00
/data/aerial-photography/2006-naip-1-meter-color-orthophotography/,22,17,00:05:08,1,100.00%,31.82%,$0.00
/data/elevation-terrain-data/500-foot-contours/,22,15,00:03:30,4,75.00%,36.36%,$0.00
/developer/applications/atlas/,22,17,00:01:00,4,25.00%,31.82%,$0.00
/ffsl-launches-new-wildfire-risk-assessment-portal/,22,16,00:01:15,8,62.50%,40.91%,$0.00
/usgs-topographic-maps-drgs/download-usgs-scanned-topographic-maps,22,21,00:00:16,21,0.00%,81.82%,$0.00
/agrc-presentations-at-ugic/,21,12,00:05:23,2,0.00%,38.10%,$0.00
/data/aerial-photography/2014-naip-1-meter-orthophotography/,21,20,00:02:51,5,80.00%,57.14%,$0.00
/sitla-is-moving-to-the-parcel-fabric/,21,18,00:03:12,14,85.71%,61.90%,$0.00
/wp-content/uploads/ASCII_Elevation_Data.doc,21,13,00:00:21,12,8.33%,57.14%,$0.00
/authoritative-utah-geocoding-results/,20,16,00:01:33,7,71.43%,50.00%,$0.00
/data/water-data-services/historic-lake-bonneville/,20,18,00:01:29,16,100.00%,85.00%,$0.00
/vector,20,18,00:00:32,18,0.00%,70.00%,$0.00
/what-is-https-and-should-we-be-using-it/,20,17,00:00:28,17,82.35%,80.00%,$0.00
/data/aerial-photography/2006-hro-1-foot-color-orthophotography/,19,16,00:01:59,5,80.00%,52.63%,$0.00
/grunt-esri-slurp/,19,15,00:01:00,8,62.50%,47.37%,$0.00
/important-changes-for-sgid-arcsde-connection-users/,19,16,00:01:55,5,80.00%,63.16%,$0.00
/new-services-on-discover/,19,17,00:00:49,3,66.67%,15.79%,$0.00
/other-scripts-and-processes/javascript-esri-js-api-v2-0,19,19,00:00:33,19,0.00%,84.21%,$0.00
/data/elevation-terrain-data/2017-lidar-washington-county/,18,13,00:04:48,12,0.00%,38.89%,$0.00
/data/transportation/roads-system/create-network-analysis-dataset-instructions/,18,14,00:03:52,12,58.33%,50.00%,$0.00
/june-2012-juab-millard-county-boundary-adjustment/,18,11,00:01:12,9,44.44%,44.44%,$0.00
/google-imagery-update-july-2015/,17,15,00:00:28,4,75.00%,35.29%,$0.00
/mapping-spotlight-sitla-competitive-lease-offering/,17,13,00:00:24,10,60.00%,70.59%,$0.00
/utah-sgid-trails-update/,17,14,00:01:16,0,0.00%,5.88%,$0.00
/utah-statewide-recreation-database/,17,16,00:01:36,3,100.00%,23.53%,$0.00
/coordinating-a-statewide-recreational-trails-gis-dataset/,16,10,00:00:25,4,50.00%,43.75%,$0.00
/give-it-a-try-one-page-gis-data-maturity-assessment/,16,10,00:06:31,10,50.00%,62.50%,$0.00
/new-2016-google-imagery/,16,10,00:03:14,2,50.00%,31.25%,$0.00
/tags,16,15,00:02:57,5,80.00%,50.00%,$0.00
/utah-sgid-statewide-roads-data-layer-updates-07182017/,16,12,00:00:32,0,0.00%,6.25%,$0.00
/watershed-restoration-initiative-wins-2016-digital-government-award/,16,16,00:00:13,10,100.00%,75.00%,$0.00
/survey-monument-replacement-and-restoration-county-grant-program/,15,14,00:00:10,11,100.00%,80.00%,$0.00
/ugs-aquifer-data-updated-may-2016/,15,11,00:00:10,3,33.33%,13.33%,$0.00
/why-i-speak-at-conferences-and-you-should-to/,15,14,00:00:08,8,87.50%,73.33%,$0.00
/big-happenings-with-public-land-survey-system-gis/,14,11,00:02:16,9,55.56%,71.43%,$0.00
/boost-your-productivity-with-vim/,14,13,00:00:49,11,81.82%,78.57%,$0.00
/code-visual-basic/vba-hunting-duplicate-polygons-in-a-large-polygon-dataset,14,14,00:00:00,14,14.29%,100.00%,$0.00
/downloads/SGID10.HISTORY.ArchaeologySites.zip,14,9,00:00:07,0,0.00%,0.00%,$0.00
/forced-git-hub-a-reflection-on-a-new-website-using-git-hub-and-jekyll/,14,14,00:05:02,13,84.62%,78.57%,$0.00
/map-spotlight-mining-heritage-story-map-website/,14,9,00:01:20,3,0.00%,50.00%,$0.00
/statewide-address-points-best-practices/,14,10,00:00:32,7,28.57%,28.57%,$0.00
/updates-to-political-districts-voting-precincts-datasets-april-2015/,14,11,00:00:22,7,14.29%,35.71%,$0.00
/proposed-lidar-project-northern-utah/,13,8,00:00:18,5,60.00%,23.08%,$0.00
/the-utah-reference-network-turn-gps-expands-into-idaho/,13,10,00:02:58,6,33.33%,38.46%,$0.00
/wp-content/uploads/Maps-on-the-Hill-2015-Book-80-pages-FINAL-web.pdf,13,11,00:00:07,11,0.00%,15.38%,$0.00
/latest-news-from-utah-s-mapping-emergency-technical-team/,12,9,00:02:24,5,80.00%,41.67%,$0.00
/naip-2016-mr-sid-county-mosaics-available/,12,11,00:04:11,6,50.00%,50.00%,$0.00
/usgs-1-24k-topographic-maps-drgs/by-quad-name-usgs-scanned-topographic-maps-1-24000-geotiff-2,12,11,00:00:13,11,0.00%,75.00%,$0.00
/about/organizations/utah-automated-geographic-reference-center-agrc/,11,11,00:00:48,6,0.00%,18.18%,$0.00
/end-of-year-fourth-quarter-updates-for-municipal-boundaries/,11,10,00:00:59,2,100.00%,27.27%,$0.00
/gis-data-sharing/metadata/,11,10,00:01:29,2,100.00%,18.18%,$0.00
/mapping-spotlight-division-of-water-resources-interactive-maps/,11,7,00:02:35,5,20.00%,36.36%,$0.00
/municipal-boundaries-update-for-second-quarter-2017-calendar-year/,11,10,00:01:45,0,0.00%,18.18%,$0.00
/municipalities-updates-nov-30-2012/,11,8,00:00:10,0,0.00%,9.09%,$0.00
/sgid,11,11,00:03:43,9,0.00%,54.55%,$0.00
/wp-content/uploads/Maps-on-the-Hill-Map-Book-2014-web.pdf,11,10,00:01:23,1,0.00%,54.55%,$0.00
/data/geoscience/aquifers-2/,10,8,00:00:52,5,100.00%,60.00%,$0.00
/data/location/place-areas/,10,6,00:02:44,1,100.00%,20.00%,$0.00
/elevation-terrain-data/2-meter-lidar,10,8,00:00:36,5,0.00%,40.00%,$0.00
/esri-uc-the-science-of-where/,10,10,00:06:49,5,80.00%,50.00%,$0.00
/feedback-wanted-proposed-best-practices-for-tagging-utah-metadata/,10,9,00:08:05,7,100.00%,80.00%,$0.00
/sgid-vector-download/utah-sgid-vector-gis-data-layer-download-index?fc=LandOwnership,10,7,00:00:16,7,0.00%,60.00%,$0.00
/13856/,9,9,00:00:00,9,100.00%,100.00%,$0.00
/25th-anniversary-state-geographic-information-database/,9,4,00:00:56,2,100.00%,22.22%,$0.00
/agrc_sgid/sgidintro.html,9,8,00:00:10,7,0.00%,33.33%,$0.00
/gps-signal-jamming/,9,6,00:00:14,5,100.00%,66.67%,$0.00
/new-utah-political-districts-and-voting-precincts-gis-datasets/,9,8,00:04:38,6,50.00%,44.44%,$0.00
/sde-application-server-connects-deprecation/,9,8,00:04:20,6,83.33%,66.67%,$0.00
/sgid-vector-download/utah-sgid-vector-gis-data-layers-by-category,9,7,00:00:11,7,0.00%,44.44%,$0.00
/aerial,8,4,00:00:28,4,0.00%,25.00%,$0.00
/agrc_sgid/dem_5m.html,8,5,00:00:16,5,0.00%,25.00%,$0.00
/apple-google-3d-gis/,8,8,00:02:49,7,71.43%,62.50%,$0.00
/basemaps-a-2014-day-in-the-life/,8,8,00:00:30,0,0.00%,37.50%,$0.00
/code-c-/changing-the-headertext-of-an-ajax-toolkit-tabpanel-with-javascript,8,7,00:00:27,7,0.00%,87.50%,$0.00
/code-visual-basic/compass-rose-rosette-vba-script,8,6,00:00:40,6,0.00%,62.50%,$0.00
/data/aerial-photography/2011-naip-1-meter-orthophotography/,8,7,00:06:29,0,0.00%,25.00%,$0.00
/data/elevation-terrain-data/2016-lidar-gsl/,8,4,00:01:39,0,0.00%,25.00%,$0.00
/data/usgs-scanned-topographic-maps-drgs/quad-number-usgs-scanned-topographic-maps-1250000-geotiff/,8,8,00:01:01,1,100.00%,37.50%,$0.00
/data/water-data-services/water-rights-regions/,8,6,00:00:51,0,0.00%,25.00%,$0.00
/department-of-natural-resources-launches-new-watershed-restoration-initiative-website/,8,5,00:00:31,3,33.33%,50.00%,$0.00
/naip2014-early-access-webservice/,8,8,00:01:35,6,50.00%,37.50%,$0.00
/sgid-database-upgrade-10-0-to-10-2/,8,6,00:03:01,0,0.00%,0.00%,$0.00
/basic-metadata-instructions/,7,7,00:09:08,4,75.00%,42.86%,$0.00
/utah-sgid-statewide-roads-data-layer-updates-05172017/,7,7,00:01:10,4,25.00%,28.57%,$0.00
/utah-sgid-statewide-tax-areas-and-tax-entities-data-layer-updates-3272015/,7,3,00:00:20,1,0.00%,14.29%,$0.00
/about/data-policies/,6,6,00:00:35,5,80.00%,66.67%,$0.00
/about/organizations/utah-department-of-technology-services/,6,6,00:04:31,6,50.00%,50.00%,$0.00
/data/aerial-photography/2003-1-meter-color-doqs-beaver-iron-only/,6,5,00:03:05,0,0.00%,0.00%,$0.00
/data/elevation-terrain-data/2016-lidar-blbrcvuwv/,6,3,00:01:49,0,0.00%,0.00%,$0.00
/data/political/voter-precincts/?from=singlemessage&isappinstalled=0,6,4,00:00:46,4,50.00%,66.67%,$0.00
/data/sgid-blog/,6,6,00:00:29,2,50.00%,33.33%,$0.00
/first-dnr-gis-roi-contest-concludes-with-overwhelming-success/,6,5,00:05:33,4,100.00%,83.33%,$0.00
/imagery-server/,6,5,00:00:26,0,0.00%,16.67%,$0.00
/must-read-for-arcgis-desktop-users-image-server/,6,5,00:00:39,4,50.00%,66.67%,$0.00
/new-parcel-web-app/,6,4,00:00:32,1,100.00%,50.00%,$0.00
/python,6,6,00:00:10,6,16.67%,83.33%,$0.00
/state-of-utah-global-positioning-reference-network-request-for-one-time-maintenance-funding/,6,5,00:00:53,1,0.00%,33.33%,$0.00
/utah-sgid-statewide-roads-data-layer-updates-04062017/,6,4,00:01:10,0,0.00%,0.00%,$0.00
/utah-sgid-statewide-roads-data-layer-updates-06192017/,6,4,00:00:11,1,0.00%,0.00%,$0.00
/utah-works-with-the-united-states-census-bureau/,6,6,00:00:08,0,0.00%,16.67%,$0.00
/agrc_sgid/naip.html,5,5,00:00:49,5,0.00%,80.00%,$0.00
/agrc-s-latest-where-in-utah-quiz-and-ugic-2016-conf-recap/,5,2,00:00:36,0,0.00%,0.00%,$0.00
/category/data/,5,5,00:00:08,2,0.00%,40.00%,$0.00
/data/demographic/2000-census-data/,5,4,00:01:31,0,0.00%,0.00%,$0.00
/data/elevation-terrain-data/2017-lidar-washington-co/,5,2,00:01:33,0,0.00%,0.00%,$0.00
/data/elevation-terrain-data/sgid-elevation-terrain-data-overview-utah/,5,3,00:01:05,0,0.00%,0.00%,$0.00
/data/utah-sgid-image-server,5,4,00:03:28,2,0.00%,40.00%,$0.00
/download,5,5,00:00:05,5,0.00%,60.00%,$0.00
/gisac-strategic-planning-current/udot-publishes-department-wide-strategic-plan,5,5,00:00:17,5,20.00%,40.00%,$0.00
/gisforum/,5,4,00:01:45,3,0.00%,60.00%,$0.00
/gisresources,5,5,00:00:15,4,0.00%,80.00%,$0.00
/images/sgidraster/NAIP2006CIRqqarea2.html,5,3,00:02:13,3,0.00%,60.00%,$0.00
/index.php,5,5,00:00:16,3,0.00%,60.00%,$0.00
/map-spotlight-wind-turbines-and-feature-services/,5,3,00:00:37,2,50.00%,60.00%,$0.00
/school-bus-routing-based-on-sgid-roads/,5,2,00:02:25,0,0.00%,20.00%,$0.00
/sgid_connect,5,4,00:00:40,2,0.00%,0.00%,$0.00
/sgid-image-server/image-server-how-to-install-the-image-server-client,5,4,00:03:21,4,0.00%,60.00%,$0.00
/surveyresources,5,4,00:00:42,2,0.00%,20.00%,$0.00
/translate_c?depth=1&hl=ar&prev=search&rurl=translate.google.com&sl=en&sp=nmt4&u=https://gis.utah.gov/data/transportation/roads-system/&usg=ALkJrhhHTedLCofOEPkm0JPkzpcq7XQmbQ,5,1,00:01:39,1,0.00%,20.00%,$0.00
/3-dep-lidar-proposal-2018-12142017/,4,2,00:00:18,0,0.00%,0.00%,$0.00
/about/mentoring-program/,4,3,00:00:39,1,0.00%,25.00%,$0.00
/about/organizations/,4,3,00:00:07,1,0.00%,75.00%,$0.00
/agrc,4,4,00:00:00,4,25.00%,100.00%,$0.00
/code-python/python-build-delta-layers,4,4,00:00:00,4,0.00%,100.00%,$0.00
/data/911,4,2,00:03:09,0,0.00%,0.00%,$0.00
/data/geoscience/soil/ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â,4,3,00:00:15,3,0.00%,75.00%,$0.00
/developer/base-maps/basemap-maintenance-schedule/,4,4,00:00:12,1,0.00%,0.00%,$0.00
/elevation,4,4,00:00:12,4,0.00%,25.00%,$0.00
/new-release-of-atlas-utah-gov/,4,3,00:00:50,3,66.67%,75.00%,$0.00
/scheduled-maintenance/,4,4,00:00:05,3,100.00%,75.00%,$0.00
/scripts/data/yaml/,4,3,00:00:17,0,0.00%,0.00%,$0.00
/sgid-schools-update-4162013/,4,3,00:00:09,0,0.00%,0.00%,$0.00
/utah-gis-framework-data-for-800-please-alex/,4,4,00:00:09,1,100.00%,50.00%,$0.00
/utah-sgid-statewide-roads-data-layer-updates-11092016/,4,4,00:06:19,1,0.00%,0.00%,$0.00
/wp-content/uploads/2012MapsOnTheHill_bookletSM.pdf,4,4,00:08:05,0,0.00%,75.00%,$0.00
/?attachment_id=10526,3,3,00:00:08,0,0.00%,33.33%,$0.00
/2013-wasatch-front-lidar-collection/,3,2,00:00:04,2,0.00%,33.33%,$0.00
/aerial-photography/2009-hro-1-foot-color-orthophotography,3,3,00:00:11,3,0.00%,0.00%,$0.00
/aerial-photography/2009-naip-1-meter-orthophotography,3,3,00:00:17,3,0.00%,33.33%,$0.00
/arcgis/rest/services,3,3,00:00:07,2,0.00%,0.00%,$0.00
/currentsetting.htm,3,3,00:00:00,3,0.00%,100.00%,$0.00
/data/aerial-photography/2004-naip-1-meter-color-orthophotography/,3,3,00:00:07,2,0.00%,33.33%,$0.00
/data/bioscience/de-partment-wildlife-resources-habitat-ar-Slope,3,1,00:00:20,1,0.00%,0.00%,$0.00
/data/economy/3516-2/,3,3,00:00:04,3,0.00%,0.00%,$0.00
/data/elevation-terrain-data/10-,3,3,00:03:24,3,0.00%,0.00%,$0.00
/data/elevation-terrain-data/10-30-meter-elevation-models-usgs-ned/),3,2,00:01:11,1,0.00%,0.00%,$0.00
/data/elevation-terrain-data/10-30-meter-elevatoin-models-usgs-ned,3,2,00:00:14,0,0.00%,0.00%,$0.00
/data/elevation-terrain-data/2016-lidar-wvw/,3,1,00:00:15,0,0.00%,0.00%,$0.00
/data/googleimagery/,3,1,00:05:13,0,0.00%,0.00%,$0.00
/data/recreation/urban-trails/,3,3,00:00:59,0,0.00%,33.33%,$0.00
/data/transportation/street-network-analysis,3,2,00:00:04,0,0.00%,0.00%,$0.00
/data/transportation/transit/UTACommuterRailRoutes,3,3,00:00:02,0,0.00%,0.00%,$0.00
/data/utah-sgid-image-server/,3,2,00:00:15,2,0.00%,33.33%,$0.00
/data/water-data-services/lakes-river-dams/,3,3,00:00:20,1,0.00%,0.00%,$0.00
/developer/applications/residential-broadband/,3,3,00:01:57,0,0.00%,0.00%,$0.00
/developer/atlas/,3,1,00:00:17,0,0.00%,33.33%,$0.00
/downloads/NED_accuracy_assessment.doc,3,3,00:00:00,3,0.00%,100.00%,$0.00
/first-quarter-municipal-boundaries-updates/,3,2,00:00:20,2,50.00%,66.67%,$0.00
/hro2006,3,3,00:00:00,3,0.00%,100.00%,$0.00
/index.php?option=com_search&Itemid=5&searchword=OpenFromFile&submit=Search&searchphrase=all&ordering=newest,3,2,00:08:41,2,0.00%,0.00%,$0.00
/mapserv/map-services/,3,3,00:00:00,3,0.00%,100.00%,$0.00
/new-address-point-cached-map-service/,3,3,00:01:10,0,0.00%,0.00%,$0.00
/newest-updates-to-the-municipal-boundaries/,3,2,00:00:07,1,0.00%,0.00%,$0.00
/plss/,3,2,00:00:58,0,0.00%,33.33%,$0.00
/sgid-arcsde-database-server/sgid-9-3-arcsde-database-server-now-available,3,2,00:00:13,2,0.00%,0.00%,$0.00
/sgid-using-utah-gis-dem-data-to-visualize-terrain/bookcliffs_hillshd_sml/,3,3,00:00:36,0,0.00%,0.00%,$0.00
/templater/,3,2,00:03:43,0,0.00%,0.00%,$0.00
/translate_c?depth=1&hl=ja&prev=search&rurl=translate.google.co.jp&sl=en&sp=nmt4&u=https://gis.utah.gov/data/elevation-and-terrain/2016-lidar-monroe-mtn/&usg=ALkJrhh7LKjL5uO9Hcma-5lOGKo-W1r1XA,3,1,00:00:37,1,0.00%,33.33%,$0.00
/ugic,3,2,00:00:04,2,0.00%,66.67%,$0.00
/utah-sgid-layer-updates/,3,2,00:00:19,0,0.00%,0.00%,$0.00
/utah-sgid-statewide-roads-data-layer-updates-01102017/,3,3,00:00:10,0,0.00%,33.33%,$0.00
/utah-sgid-statewide-roads-data-layer-updates-03092017/,3,3,00:00:21,0,0.00%,0.00%,$0.00
/utah-sgid-statewide-roads-data-layer-updates-08-31-2016/,3,2,00:00:04,1,0.00%,0.00%,$0.00
/utah-sgid-statewide-roads-data-layer-updates-1132016/,3,1,00:01:32,1,0.00%,0.00%,$0.00
/utmap-a-twitter-tag-for-utah-gis/,3,3,00:00:18,1,100.00%,66.67%,$0.00
/wp-content/uploads/MapsontheHillMapBook2013.pdf,3,3,00:03:04,0,0.00%,0.00%,$0.00
/ - tiles,2,1,00:00:15,1,0.00%,50.00%,$0.00
/ login,2,1,00:00:08,0,0.00%,0.00%,$0.00
/_posts/2013-11-26-utah-mapping-resources-well-prepared-for-nextgen-911/,2,1,00:00:07,0,0.00%,0.00%,$0.00
/_posts/utah-mapping-resources-well-prepared-for-nextgen-911/,2,2,00:00:04,0,0.00%,0.00%,$0.00
/3d-elevation-program-proposal/,2,2,00:00:09,1,100.00%,50.00%,$0.00
/a-day-in-the-life-of-utahs-arcgis-server-base-maps/,2,2,00:00:47,0,0.00%,0.00%,$0.00
/about/ugic/,2,2,00:00:04,1,0.00%,50.00%,$0.00
/agrc_contact/contactintro.html,2,2,00:00:04,2,0.00%,0.00%,$0.00
/agrc_sgid/dem_2m.html,2,2,00:00:12,1,0.00%,0.00%,$0.00
/agrc_sgid/digorthquadintro.html,2,1,00:00:17,1,0.00%,50.00%,$0.00
/agrc-presents-legislature/,2,2,00:00:16,0,0.00%,0.00%,$0.00
/agrc-system-status-page/,2,1,00:05:41,0,0.00%,50.00%,$0.00
/arcgis-server/arcmap-need-a-quick-utah-base-layer,2,2,00:00:05,2,0.00%,0.00%,$0.00
/can-you-complete-the-where-in-utah-quiz/,2,2,00:00:00,2,100.00%,100.00%,$0.00
/content/blogcategory/68/107/,2,2,00:00:14,2,0.00%,50.00%,$0.00
/data/),2,2,00:00:10,2,0.00%,0.00%,$0.00
/data/aerial,2,1,00:00:02,1,0.00%,50.00%,$0.00
/data/base-map-and,2,2,00:00:00,2,0.00%,100.00%,$0.00
/data/boundaries/citycountystate/),2,2,00:00:04,2,0.00%,0.00%,$0.00
/data/cadastre/turn-gp,2,2,00:00:35,1,0.00%,50.00%,$0.00
/data/demographic/census/),2,2,00:00:07,2,0.00%,50.00%,$0.00
/data/elevation-and-terrain/500-foot-contours/,2,2,00:00:04,0,0.00%,0.00%,$0.00
/data/elevation-terrain-data/10-30-meter-elevation-models-usgs.ned/,2,1,00:00:20,1,0.00%,0.00%,$0.00
/data/elevation-terrain-data/10-30-meter-elevatoin-models-usgs-ned/,2,2,00:00:07,2,0.00%,0.00%,$0.00
/data/elvation-terrain-data/10-30-meter-elevation-models-usgs-ned/,2,1,00:00:06,1,0.00%,0.00%,$0.00
/data/indices/countours-indices,2,1,00:00:59,1,0.00%,0.00%,$0.00
/data/sgid-image-services,2,2,00:00:09,0,0.00%,50.00%,$0.00
/data/sgrid-transportation/roads-system/,2,1,00:00:10,0,0.00%,0.00%,$0.00
/data/transportation/create-network-analysis-dataset-instructions,2,1,00:00:04,0,0.00%,0.00%,$0.00
/data/victory,2,1,00:00:05,0,0.00%,0.00%,$0.00
/data/victory pipeline,2,1,00:00:04,0,0.00%,0.00%,$0.00
/data/water-data-services/lake-rivers-dams/,2,1,00:00:09,0,0.00%,0.00%,$0.00
/data/water/index.html,2,1,00:00:09,0,0.00%,0.00%,$0.00
/downloads,2,2,00:00:09,0,0.00%,0.00%,$0.00
/downloads/,2,2,00:00:24,2,0.00%,0.00%,$0.00
/esri-jsapi-3-4-and-the-dojo-build-system/,2,2,00:00:26,1,100.00%,50.00%,$0.00
/evolving-utah-sgid-web-services-a-proposal/,2,1,00:00:21,0,0.00%,50.00%,$0.00
/first-quarter-updates-and-beyond/,2,2,00:01:34,0,0.00%,50.00%,$0.00
/gps-network-news/,2,2,00:00:56,1,0.00%,50.00%,$0.00
/images/gallery/sgid/dem_lg.jpg,2,2,00:00:10,2,0.00%,50.00%,$0.00
/images/sgidraster/HRO2006area3.html,2,1,00:00:15,1,0.00%,50.00%,$0.00
/images/sgidraster/HRO2006areas.html,2,2,00:00:43,2,0.00%,50.00%,$0.00
/index.php?option=com_docman&task=doc_download&gid=218,2,2,00:00:00,2,0.00%,100.00%,$0.00
/map-catalog/utah-online-map-catalog-maps-utah-gov,2,1,00:00:17,1,0.00%,50.00%,$0.00
/municipal-boundaries-update-for-first-quarter-calendar-year/,2,2,00:00:14,0,0.00%,0.00%,$0.00
/naip2006,2,2,00:00:00,2,0.00%,100.00%,$0.00
/parcels,2,2,00:00:04,0,0.00%,50.00%,$0.00
/parcels/,2,2,00:00:11,0,0.00%,0.00%,$0.00
/plss,2,2,00:00:13,0,0.00%,50.00%,$0.00
/progress-update-utah-address-points-gis-layer/,2,2,00:00:20,1,0.00%,0.00%,$0.00
/public-land-survey-sys...,2,1,00:00:00,1,0.00%,50.00%,$0.00
/search?q=cache:RwwwZwRC8r0J:https://gis.utah.gov/data/elevation-and-terrain/2-meter-lidar/+&cd=3&hl=en&ct=clnk&gl=de&client=safari,2,1,00:01:33,1,0.00%,50.00%,$0.00
/sgid-vector-download/utah-sgid-vector-gis-data-layer-download-index?fc=Wetlands,2,1,00:00:06,1,0.00%,0.00%,$0.00
/submit-weblink/city-government,2,2,00:00:09,2,0.00%,0.00%,$0.00
/telephone-infrastructure-and-rural-telcom-boundaries/,2,2,00:00:00,1,0.00%,100.00%,$0.00
/translate_c?anno=2&depth=1&hl=ja&rurl=translate.google.co.jp&sl=en&sp=nmt4&tl=ja&u=https://gis.utah.gov/data/elevation-and-terrain/2016-lidar-monroe-mtn/&usg=ALkJrhjawXxLfIT3a1iFHwkTEBmTJuVWJA,2,1,00:00:22,0,0.00%,0.00%,$0.00
/translate_c?depth=1&hl=es&prev=search&rurl=translate.google.com&sl=en&sp=nmt4&u=https://gis.utah.gov/data/elevation-terrain-data/10-30-90-meter-elevation-models-usgs-dems/&usg=ALkJrhhI_qWjhWdJi3wNfcVyAu3tp8boew,2,1,00:01:26,1,0.00%,50.00%,$0.00
/translate_c?depth=1&hl=es&prev=search&rurl=translate.google.es&sl=en&sp=nmt4&u=https://gis.utah.gov/data/elevation-and-terrain/&usg=ALkJrhjllWlonmrR6TwVg8yWDDov674ZRA,2,1,00:01:39,1,0.00%,50.00%,$0.00
/udot-features-agrc-basemaps-during-plenary-at-international-user-conference/,2,2,00:00:05,1,100.00%,50.00%,$0.00
/ugic-utah-job-postings/indeed-com-index-of-utah-gis-jobs,2,2,00:00:00,2,0.00%,100.00%,$0.00
/update-to-address-system-quadrants/,2,2,00:21:28,1,0.00%,50.00%,$0.00
/utah-broadband-outreach-center-releases-revamped-availability-map/,2,1,00:00:40,1,0.00%,50.00%,$0.00
/utah-municipal-boundary-updates/,2,2,00:07:40,0,0.00%,0.00%,$0.00
/utah-sgid-statewide-roads-data-layer-updates-02082017/,2,2,00:00:05,0,0.00%,0.00%,$0.00
/utah-sgid-statewide-roads-data-layer-updates-10032016/,2,2,00:00:06,0,0.00%,0.00%,$0.00
/utah-sgid-statewide-roads-data-layer-updates-12052016/,2,2,00:00:03,0,0.00%,0.00%,$0.00
/utah-sgid-statewide-roads-layer-updates-1032012/,2,1,00:00:46,0,0.00%,0.00%,$0.00
/utah-sgid-statewide-roads-layer-updates-1252012/,2,2,00:00:16,1,0.00%,0.00%,$0.00
/wp-content/uploads/HurricaneFault.jpg,2,2,00:00:00,2,0.00%,100.00%,$0.00
/x,2,2,00:00:00,2,0.00%,100.00%,$0.00
/ - data,1,1,00:00:04,1,0.00%,0.00%,$0.00
/ UT AGRC,1,1,00:00:00,1,0.00%,100.00%,$0.00
/?option=com_search&Itemid=5&searchword=lidar&searchphrase=any&ordering=newest&limit=25&limitstart=0,1,1,00:00:00,1,100.00%,100.00%,$0.00
/2013-2014-wasatch-front-lidar-now-available/,1,1,00:00:07,1,0.00%,0.00%,$0.00
/2017-12-28-utah-ng911-gis-database,1,1,00:00:06,0,0.00%,0.00%,$0.00
/3-dep-lidar-proposal-2018,1,1,00:01:33,0,0.00%,0.00%,$0.00
/about/maps-on-the-hill/?mc_cid=3d4dafd3b6&mc_eid=8c6219d7d9,1,1,00:00:00,1,100.00%,100.00%,$0.00
/administrator/,1,1,00:00:12,0,0.00%,0.00%,$0.00
/aerial-photography/,1,1,00:00:10,0,0.00%,0.00%,$0.00
/agrc_sgid/gisrellinks.html,1,1,00:00:03,1,0.00%,0.00%,$0.00
/agrc_sgid/sgidlib/county29_shp.htm,1,1,00:00:09,1,0.00%,0.00%,$0.00
/agrc_sgid/sgidlib/statewide_shp.htm,1,1,00:00:00,1,0.00%,100.00%,$0.00
/agrc-storage-migration/,1,1,00:00:02,0,0.00%,0.00%,$0.00
/arcgis/services,1,1,00:00:00,1,0.00%,100.00%,$0.00
/boundaries/citycountystate/,1,1,00:00:00,1,0.00%,100.00%,$0.00
/category/mapping-spotlight/,1,1,00:00:00,1,0.00%,100.00%,$0.00
/cociety/schools/library,1,1,00:00:20,1,0.00%,0.00%,$0.00
